author,title,description,content
,Province s top doctor provides COVID 19 update,With its small population and limited health resources  Grand Manan is calling on the New Brunswick government to restrict travel to the Bay of Fundy island ,With its small population and limited health resources  Grand Manan is calling on the New Brunswick government to restrict travel to the Bay of Fundy island Mayor Dennis Greene is asking the province for travel restrictions that would allow only residents t  7501 chars 
Hadeel Ibrahim,It s  too late  for N B  to use testing to reduce COVID 19 spread  expert says,New Brunswick has lost its chance to use testing to get ahead of the spread of COVID 19  says global health epidemiologist ,New Brunswick has lost its chance to use testing to get ahead of the spread of COVID 19  says a global health epidemiologist But down the road  testing may help the province return to normalcy Dr  Raywat Deonandan  an epidemiologist and an associate profe  6275 chars 
Elizabeth Fraser Bobbi Jean MacKinnon,N B  COVID 19 roundup  Businesses could begin opening as early as summer  Higgs says,The province has announced three new confirmed cases of COVID 19  which could kill 550 to 1 750 New Brunswickers over the next year or two ,Premier Blaine Higgs said Thursday there s a chance New Brunswick could begin jump starting the economy and regain a sense of normalcy within a matter of months There is hope New Brunswick can return to normal in some form this summer  Higgs declared duri  9860 chars 
CBC News,Moncton restaurants adapt to COVID 19 concerns,At least one restaurant owner in Moncton is taking extra precautions after the provinces first case of COVID 19 was confirmed in a resident who lives in the area ,At least one restaurant owner in Monctonistaking extra precautions after the province s first case of COVID 19 was confirmed in a resident who lives in the area This means additional cleaning and fewer tables in dining areas in hopes that customers keepc  1521 chars 
CBC News,RCMP investigating four vehicle fire in Moncton as arson,Four vehicles were in flames at a Moncton business on Monday morning  RCMP say ,Codiac RCMP were called to the scene of a four vehiclefire at aMonctonbusiness onMonday morning Insp  Benoit Jolette said police were called to Halifax Street  where Dynamic Towing is located around 4 50 a m Firefighters fought the blaze and paramed  306 chars 
CBC News,Moncton woman shares her atypical personal experience with COVID 19,A Moncton woman in her 30s says she is one of New Brunswicks 26 known COVID 19 patients ,A Moncton woman in her 30s says she is one of New Brunswick s 26known COVID 19 patients Ginette Blanchard recently returned from an 11 day trip to Spain with her mother Blanchard told Radio Canada s morning radio show La matinale that she started feeling  1649 chars 
Tori Weldon, There are people who have to get to work  bus drivers working through pandemic,Transit operators in Moncton  Saint John and Fredericton are allowing fewer people on buses at a time and increasing cleaning to help keep passengers and drivers safe ,Public transit isn t normally associated with personal space But since the province declared a state of emergency and asked people to stay home as much as possible  transit operators have been taking steps to allow riders and drivers enough physical distance  2460 chars 
Hadeel Ibrahim,Judge delivers over the phone sentence of 18 months for accessory to manslaughter,A Moncton woman has been sentenced to 18 months in jail after admitting to accessory to manslaughter and interfering with the remains of Candace Rose Stevens ,A Moncton woman has beensentenced to 18 months in jail after admitting to accessory to manslaughter and interfering with the remains of Candace Rose Stevens Justice Terrence Morrison handed down his sentence in an unusually brief sentencing hearing Wednesd  2216 chars 
Kate Letterick,New COVID 19 testing drive thru opens in Moncton Coliseum,A new COVID 19 assessment centre will give Horizon Health the ability to increase the number of tests done in the Moncton region ,A new COVID 19 assessment centre will give Horizon Health the ability to increase the number of tests done in the Moncton region The outdoor  drive thru testing centre that was located in aMoncton Hospital parking lot has closed  and one of the agrenas at   3479 chars 
Hadeel Ibrahim,Air Canada suspends all Saint John flights  some Moncton trips,The Saint John Airport will no longer have flights arriving and departing as of Monday  April 6  as Air Canada suspends more New Brunswick flights ,The Saint John Airport will have no more flights arriving and departing as of Monday asAir Canada suspends more New Brunswick flights Saint John Airport director of Commercial Development  Jacques Fournier saidWednesday that Air Canada suspended a flight   3125 chars 
Gary Moore,Moncton women on board cruise ship hit with coronavirus,Two women from Moncton are on board a Holland American cruise ship hit with the coronavirus  Four people on board the ship have died  and more than 130 others developed influenza like symptoms ,Two women from Moncton  N B  are among the 248 Canadians stuck on a Holland American cruise ship that s been hit with thecoronavirus Judy Menard boarded the Zaandamin Buenos Aires the first week of March The cruise ship was stuck off Panama s Pacific   2178 chars 
CBC News,Heavy snow causes power outages as winter storm hits province,As a snowstorm hits the province Friday morning  NB Power is reporting more than 5 200 outages  mostly in the southern regions with the largest outage in the Moncton region ,As a snowstorm hits the province Friday morning  NB Power is reporting more than5 200 outages  mostly in the southern part with the largest outage in the Moncton region As of 7 a m there are more than 1 900 without power in Moncton  Dieppe and Riverview  1644 chars 
